query_id,duckberg,query_time_ms
query_1,duckberg,51.788
query_2,duckberg,42366.378
query_3,duckberg,21887.919
query_4,duckberg,39093.159
query_5,duckberg,21436.149
query_6,duckberg,41291.785
query_7,duckberg,2337.695
query_8,duckberg,41964.806
query_9,duckberg,2436.58
query_10,duckberg,42658.639
query_11,duckberg,22991.971
query_12,duckberg,4672.786
query_13,duckberg,22583.031
query_14,duckberg,25331.913
query_15,duckberg,433695.77
query_16,duckberg,146337.042
